run_id,model,study,condition,P,GR,RA,BL,PU
ac0128a0,nano,3,flood_bad,40.0,80.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,4.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,60.0,3.0,5.0,4.0
ac0128a0,nano,3,flood_bad,40.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,4.0,5.0,5.0
ac0128a0,nano,3,flood_bad,30.0,80.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,4.0,5.0,6.0
ac0128a0,nano,3,flood_bad,60.0,70.0,3.0,5.0,5.0
ac0128a0,nano,3,flood_bad,40.0,80.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,80.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,20.0,80.0,3.0,6.0,5.0
ac0128a0,nano,3,flood_bad,30.0,75.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,40.0,60.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,20.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,6.0,5.0
ac0128a0,nano,3,flood_bad,30.0,80.0,3.0,6.0,5.0
ac0128a0,nano,3,flood_bad,30.0,80.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,5.0
ac0128a0,nano,3,flood_bad,30.0,80.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,40.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,60.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,60.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,5.0
ac0128a0,nano,3,flood_bad,30.0,60.0,3.0,6.0,5.0
ac0128a0,nano,3,flood_bad,40.0,80.0,3.0,5.0,5.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,6.0,6.0
ac0128a0,nano,3,flood_bad,25.0,80.0,3.0,6.0,5.0
ac0128a0,nano,3,flood_bad,50.0,75.0,3.0,6.0,5.0
ac0128a0,nano,3,flood_bad,70.0,70.0,3.0,5.0,5.0
ac0128a0,nano,3,flood_bad,50.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,flood_bad,30.0,60.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,60.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,20.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,40.0,60.0,3.0,5.0,5.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,flood_bad,60.0,80.0,3.0,6.0,5.0
ac0128a0,nano,3,flood_bad,30.0,80.0,3.0,5.0,5.0
ac0128a0,nano,3,flood_bad,30.0,80.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,40.0,80.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,40.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,60.0,80.0,3.0,5.0,5.0
ac0128a0,nano,3,flood_bad,30.0,80.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,60.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,80.0,3.0,5.0,5.0
ac0128a0,nano,3,flood_bad,70.0,70.0,3.0,5.0,5.0
ac0128a0,nano,3,flood_bad,60.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,80.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,80.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,80.0,3.0,6.0,5.0
ac0128a0,nano,3,flood_bad,70.0,70.0,3.0,5.0,5.0
ac0128a0,nano,3,flood_bad,30.0,70.0,4.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,60.0,4.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,50.0,80.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,40.0,80.0,3.0,6.0,5.0
ac0128a0,nano,3,flood_bad,40.0,80.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,60.0,75.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,5.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,5.0
ac0128a0,nano,3,flood_bad,20.0,80.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,6.0,5.0
ac0128a0,nano,3,flood_bad,30.0,80.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,25.0,75.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,20.0,80.0,3.0,5.0,5.0
ac0128a0,nano,3,flood_bad,20.0,80.0,3.0,6.0,5.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,6.0,5.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,30.0,70.0,3.0,5.0,6.0
ac0128a0,nano,3,flood_bad,40.0,70.0,3.0,5.0,5.0
ac0128a0,nano,3,traffic_good,5.0,80.0,3.0,2.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,4.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,3.0,4.0,3.0
ac0128a0,nano,3,traffic_good,10.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,4.0,3.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,4.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,90.0,2.0,2.0,2.0
ac0128a0,nano,3,traffic_good,10.0,90.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,3.0,4.0,2.0
ac0128a0,nano,3,traffic_good,5.0,100.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,90.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,4.0,3.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,3.0,2.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,4.0,3.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,4.0,3.0
ac0128a0,nano,3,traffic_good,5.0,90.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,4.0,3.0
ac0128a0,nano,3,traffic_good,10.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,90.0,3.0,2.0,2.0
ac0128a0,nano,3,traffic_good,5.0,90.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,90.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,2.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,100.0,3.0,4.0,2.0
ac0128a0,nano,3,traffic_good,5.0,100.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,90.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,4.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,100.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,90.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,90.0,3.0,2.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,4.0,3.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,90.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,100.0,1.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,2.0,4.0,3.0
ac0128a0,nano,3,traffic_good,5.0,80.0,3.0,4.0,3.0
ac0128a0,nano,3,traffic_good,10.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,3.0,4.0,3.0
ac0128a0,nano,3,traffic_good,5.0,80.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,90.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,3.0,4.0,2.0
ac0128a0,nano,3,traffic_good,10.0,90.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,3.0,4.0,2.0
ac0128a0,nano,3,traffic_good,5.0,90.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,4.0,3.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,100.0,2.0,2.0,2.0
ac0128a0,nano,3,traffic_good,5.0,90.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,90.0,3.0,4.0,3.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,3.0,4.0,3.0
ac0128a0,nano,3,traffic_good,5.0,90.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,90.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,90.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,4.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,90.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,4.0,3.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,100.0,1.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,2.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,2.0,2.0
ac0128a0,nano,3,traffic_good,10.0,90.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,90.0,3.0,3.0,2.0
ac0128a0,nano,3,traffic_good,10.0,80.0,3.0,2.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,3.0,4.0,2.0
ac0128a0,nano,3,traffic_good,5.0,80.0,2.0,3.0,2.0
ac0128a0,nano,3,traffic_good,5.0,100.0,3.0,2.0,2.0
ac0128a0,nano,3,traffic_bad,20.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,20.0,70.0,2.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,5.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,15.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,5.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,30.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,20.0,80.0,2.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,20.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,20.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,5.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,75.0,4.0,5.0,3.0
ac0128a0,nano,3,traffic_bad,10.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,5.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,5.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,80.0,3.0,4.0,5.0
ac0128a0,nano,3,traffic_bad,20.0,75.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,5.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,15.0,100.0,2.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,5.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,5.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,5.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,20.0,100.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,5.0,90.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,5.0,80.0,2.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,5.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,30.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,5.0,80.0,3.0,4.0,3.0
ac0128a0,nano,3,traffic_bad,5.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,5.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,70.0,3.0,4.0,5.0
ac0128a0,nano,3,traffic_bad,10.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,15.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,80.0,2.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,80.0,3.0,4.0,5.0
ac0128a0,nano,3,traffic_bad,10.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,20.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,5.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,75.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,20.0,70.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,10.0,75.0,4.0,5.0,3.0
ac0128a0,nano,3,traffic_bad,5.0,80.0,3.0,5.0,4.0
ac0128a0,nano,3,traffic_bad,20.0,70.0,3.0,5.0,4.0
